Subject,MID,MutationOperator,OperatorBefore,OperatorAfter,Class,Method,Line,CharOffset,OriginalCode,MutatedCode,EquiManualBin
Chart-1f,59361,COR,<METHOD_INVOCATION(boolean)>,FALSE,org.jfree.chart.panel.CrosshairOverlay,equals(java.lang.Object),571,20759,this.xCrosshairs.equals(that.xCrosshairs),false,False
Chart-1f,59536,ROR,">(double,double)","<=(double,double)",org.jfree.chart.panel.RegionSelectionHandler,mouseDragged(java.awt.event.MouseEvent),215,5826,pt2.distance(this.lastPoint) > 5,pt2.distance(this.lastPoint) <= 5,False
Chart-1f,60259,ROR,"!=(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.jfree.chart.plot.CombinedDomainXYPlot,"draw(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Point2D,org.jfree.chart.plot.PlotState,org.jfree.chart.plot.PlotRenderingInfo)",434,16414,info != null,false,False
Chart-1f,60440,LVR,0,POS,org.jfree.chart.plot.CombinedRangeCategoryPlot,"add(org.jfree.chart.plot.CategoryPlot,int)",176,6483,0.0,1.0,False
Chart-1f,60701,STD,<CALL>,<NO-OP>,org.jfree.chart.plot.CombinedRangeCategoryPlot,setOrientation(org.jfree.chart.plot.PlotOrientation),396,14360,super.setOrientation(orientation);,<NO-OP>,False
Chart-1f,61062,ROR,"!=(java.lang.Object,java.lang.Object)","==(java.lang.Object,java.lang.Object)",org.jfree.chart.plot.CombinedRangeXYPlot,"zoomDomainAxes(double,org.jfree.chart.plot.PlotRenderingInfo,java.awt.geom.Point2D,boolean)",470,17524,subplot != null,subplot == null,False
Chart-1f,61140,ROR,"!=(double,double)","<(double,double)",org.jfree.chart.plot.CombinedRangeXYPlot,equals(java.lang.Object),659,24245,this.gap != that.gap,this.gap < that.gap,False
Chart-1f,61312,ROR,">=(int,int)",">(int,int)",org.jfree.chart.plot.CompassPlot,"setSeriesOutlineStroke(int,java.awt.Stroke)",408,13051,series >= 0,series > 0,False
Chart-1f,61656,AOR,"+(int,int)","/(int,int)",org.jfree.chart.plot.CompassPlot,"draw(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Point2D,org.jfree.chart.plot.PlotState,org.jfree.chart.plot.PlotRenderingInfo)",625,20127,midY - radius + 40,(midY - radius) / 40,False
Chart-1f,61773,AOR,"*(int,int)","+(int,int)",org.jfree.chart.plot.CompassPlot,"draw(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Point2D,org.jfree.chart.plot.PlotState,org.jfree.chart.plot.PlotRenderingInfo)",645,20990,2 * outerRadius,2 + outerRadius,False
Chart-1f,61893,AOR,"+(int,int)","*(int,int)",org.jfree.chart.plot.CompassPlot,"draw(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Point2D,org.jfree.chart.plot.PlotState,org.jfree.chart.plot.PlotRenderingInfo)",669,21879,midY + 5,midY * 5,False
Chart-1f,62208,LVR,0,POS,org.jfree.chart.plot.DefaultDrawingSupplier,createStandardSeriesShapes(),297,9938,0,1,False
Chart-1f,63161,AOR,"+(double,double)","%(double,double)",org.jfree.chart.plot.PiePlot3D,"draw(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Point2D,org.jfree.chart.plot.PlotState,org.jfree.chart.plot.PlotRenderingInfo)",317,12462,explodeArea.getY() + v1 / 2.0,explodeArea.getY() % (v1 / 2.0),False
Chart-1f,63183,STD,<CALL>,<NO-OP>,org.jfree.chart.plot.PiePlot3D,"draw(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Point2D,org.jfree.chart.plot.PlotState,org.jfree.chart.plot.PlotRenderingInfo)",328,12935,state.setPieCenterX(pieArea.getCenterX());,<NO-OP>,False
Chart-1f,63369,AOR,"*(double,double)","+(double,double)",org.jfree.chart.plot.PiePlot3D,"draw(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Point2D,org.jfree.chart.plot.PlotState,org.jfree.chart.plot.PlotRenderingInfo)",410,16189,direction * (runningTotal + value) * 360,direction * (runningTotal + value) + 360,False
Chart-1f,63550,STD,<CALL>,<NO-OP>,org.jfree.chart.plot.PiePlot3D,"draw(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Point2D,org.jfree.chart.plot.PlotState,org.jfree.chart.plot.PlotRenderingInfo)",547,21712,g2.fill(upperArc);,<NO-OP>,False
Chart-1f,63732,AOR,"-(double,double)","/(double,double)",org.jfree.chart.plot.PiePlot3D,"drawSide(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Arc2D,java.awt.geom.Area,java.awt.geom.Area,java.awt.Paint,java.awt.Paint,java.awt.Stroke,boolean,boolean)",782,31513,plotArea.getMaxX() - arc.getStartPoint().getX(),plotArea.getMaxX() / arc.getStartPoint().getX(),False
Chart-1f,63749,LVR,0,POS,org.jfree.chart.plot.PiePlot3D,"drawSide(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Arc2D,java.awt.geom.Area,java.awt.geom.Area,java.awt.Paint,java.awt.Paint,java.awt.Stroke,boolean,boolean)",806,32518,0.0,1.0,False
Chart-1f,64059,AOR,"-(double,double)","*(double,double)",org.jfree.chart.plot.RingPlot,"drawItem(java.awt.Graphics2D,int,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PiePlotState,int)",366,12178,angle2 - angle1,angle2 * angle1,False
Chart-1f,64142,LVR,FALSE,TRUE,org.jfree.chart.plot.RingPlot,"drawItem(java.awt.Graphics2D,int,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PiePlotState,int)",415,14569,false,true,False
Chart-1f,65054,ROR,">(double,double)","<(double,double)",org.jfree.chart.renderer.WaferMapRenderer,getMaxPaintValue(java.lang.Integer),376,12819,((Number)entry.getKey()).doubleValue() > maxValue,((Number)entry.getKey()).doubleValue() < maxValue,False
Chart-1f,65057,ROR,">(double,double)",">=(double,double)",org.jfree.chart.renderer.WaferMapRenderer,getMaxPaintValue(java.lang.Integer),376,12819,((Number)entry.getKey()).doubleValue() > maxValue,((Number)entry.getKey()).doubleValue() >= maxValue,True
Chart-1f,65194,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.jfree.chart.plot.dial.DialPlot,getLayerIndex(org.jfree.chart.plot.dial.DialLayer),346,9623,layer == null,false,False
Chart-1f,65221,ROR,"!=(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",org.jfree.chart.plot.dial.DialPlot,removePointer(int),415,11726,pointer != null,true,False
Chart-1f,65244,ROR,">(int,int)","FALSE(int,int)",org.jfree.chart.plot.dial.DialPlot,getDataset(int),471,13311,this.datasets.size() > index,false,False
Chart-1f,65378,ROR,">(int,int)","<=(int,int)",org.jfree.chart.plot.dial.DialPlot,getScale(int),674,19891,this.scales.size() > index,this.scales.size() <= index,False
Chart-1f,65533,AOR,"*(int,int)","%(int,int)",org.jfree.chart.plot.dial.DialPlot,hashCode(),796,23667,37 * result,37 % result,False
Chart-1f,65750,AOR,"-(double,double)","/(double,double)",org.jfree.chart.plot.dial.DialPointer$Pointer,"draw(java.awt.Graphics2D,org.jfree.chart.plot.dial.DialPlot,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D)",543,15648,angle - 90.0,angle / 90.0,False
Chart-1f,65934,AOR,"+(double,double)","/(double,double)",org.jfree.chart.plot.dial.ArcDialFrame,getOuterWindow(java.awt.geom.Rectangle2D),363,10603,this.outerRadius + radiusMargin,this.outerRadius / radiusMargin,False
Chart-1f,65963,AOR,"*(double,double)","/(double,double)",org.jfree.chart.plot.dial.ArcDialFrame,getOuterWindow(java.awt.geom.Rectangle2D),368,10922,2 * angleMargin,2 / angleMargin,False
Chart-1f,66406,ROR,"<(double,double)","<=(double,double)",org.jfree.chart.plot.dial.DialTextAnnotation,setRadius(double),246,7166,radius < 0.0,radius <= 0.0,False
Chart-1f,66712,EVR,<METHOD_INVOCATION(java.awt.geom.Rectangle2D)>,<DEFAULT>,org.jfree.chart.plot.dial.DialValueIndicator,"draw(java.awt.Graphics2D,org.jfree.chart.plot.dial.DialPlot,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D)",621,18232,"RectangleAnchor.createRectangle(new Size2D(w, h), pt.getX(), pt.getY(), this.frameAnchor)",null,False
Chart-1f,67541,AOR,"-(double,double)","*(double,double)",org.jfree.chart.plot.dial.StandardDialScale,"draw(java.awt.Graphics2D,org.jfree.chart.plot.dial.DialPlot,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D)",786,23296,valueToAngle(v) - this.startAngle,valueToAngle(v) * this.startAngle,False
Chart-1f,67625,AOR,"+(int,int)","/(int,int)",org.jfree.chart.plot.dial.StandardDialScale,"draw(java.awt.Graphics2D,org.jfree.chart.plot.dial.DialPlot,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D)",817,24772,i + 1,i / 1,False
Chart-1f,68178,AOR,"+(int,int)","%(int,int)",org.jfree.chart.renderer.GrayPaintScale,hashCode(),214,6544,43 * hash + this.alpha,43 * hash % this.alpha,False
Chart-1f,68854,LVR,0,NEG,org.jfree.chart.renderer.RendererUtilities,"findLiveItemsLowerBound(org.jfree.data.xy.XYDataset,int,double,double)",147,5489,0,-1,True
Chart-1f,69452,AOR,"-(double,double)","/(double,double)",org.jfree.chart.renderer.category.BarRenderer3D,"drawBackground(java.awt.Graphics2D,org.jfree.chart.plot.CategoryPlot,java.awt.geom.Rectangle2D)",354,13818,dataArea.getWidth() - getXOffset(),dataArea.getWidth() / getXOffset(),False
Chart-1f,69478,AOR,"+(float,float)","/(float,float)",org.jfree.chart.renderer.category.BarRenderer3D,"drawOutline(java.awt.Graphics2D,org.jfree.chart.plot.CategoryPlot,java.awt.geom.Rectangle2D)",381,14723,y3 + (float)Math.abs(this.yOffset),y3 / (float)Math.abs(this.yOffset),False
Chart-1f,69682,EVR,<METHOD_INVOCATION(org.jfree.chart.plot.PlotOrientation)>,<DEFAULT>,org.jfree.chart.renderer.category.BarRenderer3D,"drawRangeMarker(java.awt.Graphics2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.ValueAxis,org.jfree.chart.plot.Marker,java.awt.geom.Rectangle2D)",590,22710,plot.getOrientation(),null,False
Chart-1f,70558,AOR,"+(double,double)","%(double,double)",org.jfree.chart.renderer.category.BoxAndWhiskerRenderer,"drawVerticalItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",730,28173,xx + state.getBarWidth(),xx % state.getBarWidth(),False
Chart-1f,70608,AOR,"+(double,double)","-(double,double)",org.jfree.chart.renderer.category.BoxAndWhiskerRenderer,"drawVerticalItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",761,29508,dataArea.getMaxY() + aRadius,dataArea.getMaxY() - aRadius,False
Chart-1f,70782,LVR,POS,0,org.jfree.chart.renderer.category.BoxAndWhiskerRenderer,"drawVerticalItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",857,33888,2.0,0.0,False
Chart-1f,70871,AOR,"+(double,double)","/(double,double)",org.jfree.chart.renderer.category.BoxAndWhiskerRenderer,"drawHighFarOut(double,java.awt.Graphics2D,double,double)",914,35921,xx + side,xx / side,False
Chart-1f,70881,AOR,"+(double,double)","%(double,double)",org.jfree.chart.renderer.category.BoxAndWhiskerRenderer,"drawHighFarOut(double,java.awt.Graphics2D,double,double)",915,35990,m + side,m % side,False
Chart-1f,71177,LVR,POS,NEG,org.jfree.chart.renderer.category.CategoryStepRenderer,"drawItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",342,13006,2.0,-2.0,False
Chart-1f,72030,AOR,"*(double,double)","%(double,double)",org.jfree.chart.renderer.category.GanttRenderer,"drawTask(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.gantt.GanttCategoryDataset,int,int,boolean)",493,19150,start * rectBreadth,start % rectBreadth,False
Chart-1f,72171,STD,<CALL>,<NO-OP>,org.jfree.chart.renderer.category.IntervalBarRenderer,"drawItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",144,6068,"drawInterval(g2, state, dataArea, plot, domainAxis, rangeAxis, d, row, column, selected);",<NO-OP>,False
Chart-1f,72287,AOR,"-(double,double)","/(double,double)",org.jfree.chart.renderer.category.IntervalBarRenderer,"drawInterval(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.IntervalCategoryDataset,int,int,boolean)",238,9405,java2dValue1 - java2dValue0,java2dValue1 / java2dValue0,False
Chart-1f,72537,EVR,<METHOD_INVOCATION(java.awt.Stroke)>,<DEFAULT>,org.jfree.chart.renderer.category.GradientBarPainter,"paintBar(java.awt.Graphics2D,org.jfree.chart.renderer.category.BarRenderer,int,int,boolean,java.awt.geom.RectangularShape,org.jfree.chart.util.RectangleEdge)",185,6535,"renderer.getItemOutlineStroke(row, column, selected)",null,False
Chart-1f,72634,AOR,"+(double,double)","*(double,double)",org.jfree.chart.renderer.category.GradientBarPainter,"splitVerticalBar(java.awt.geom.RectangularShape,double,double,double)",298,10351,x0 + (bar.getWidth() * b),x0 * (bar.getWidth() * b),False
Chart-1f,72927,AOR,"/(double,double)","+(double,double)",org.jfree.chart.renderer.category.GroupedStackedBarRenderer,"calculateBarW0(org.jfree.chart.plot.CategoryPlot,org.jfree.chart.plot.PlotOrientation,java.awt.geom.Rectangle2D,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.renderer.category.CategoryItemRendererState,int,int)",225,9047,groupW / 2.0,groupW + 2.0,False
Chart-1f,73009,ROR,">(double,double)","==(double,double)",org.jfree.chart.renderer.category.GroupedStackedBarRenderer,"drawItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",288,11366,value > 0.0,value == 0.0,False
Chart-1f,73104,COR,"&&(boolean,boolean)","||(boolean,boolean)",org.jfree.chart.renderer.category.GroupedStackedBarRenderer,"drawItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",338,13332,"generator != null && isItemLabelVisible(row, column, selected)","generator != null || isItemLabelVisible(row, column, selected)",False
Chart-1f,73250,AOR,"-(double,double)","+(double,double)",org.jfree.chart.renderer.category.StackedBarRenderer,"drawItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",309,12851,"domainAxis.getCategoryMiddle(column, getColumnCount(), dataArea, plot.getDomainAxisEdge()) - state.getBarWidth() / 2.0","domainAxis.getCategoryMiddle(column, getColumnCount(), dataArea, plot.getDomainAxisEdge()) + state.getBarWidth() / 2.0",False
Chart-1f,73267,COR,"&&(boolean,boolean)","!=(boolean,boolean)",org.jfree.chart.renderer.category.StackedBarRenderer,"drawItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",318,13207,v != null && isSeriesVisible(i),v != null != isSeriesVisible(i),False
Chart-1f,73674,AOR,"-(double,double)","%(double,double)",org.jfree.chart.renderer.category.LayeredBarRenderer,"calculateBarWidth(org.jfree.chart.plot.CategoryPlot,java.awt.geom.Rectangle2D,org.jfree.data.category.CategoryDataset,org.jfree.chart.renderer.category.CategoryItemRendererState)",162,6424,1 - domainAxis.getLowerMargin(),1 % domainAxis.getLowerMargin(),False
Chart-1f,73748,ROR,"<=(double,double)","==(double,double)",org.jfree.chart.renderer.category.LayeredBarRenderer,"drawHorizontalItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean)",242,9473,value <= lclip,value == lclip,False
Chart-1f,73973,COR,"&&(boolean,boolean)","LHS(boolean,boolean)",org.jfree.chart.renderer.category.LayeredBarRenderer,"drawHorizontalItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean)",318,12271,"generator != null && isItemLabelVisible(row, column, selected)",generator != null,False
Chart-1f,74386,ROR,">(int,int)","TRUE(int,int)",org.jfree.chart.renderer.category.LevelRenderer,"calculateItemWidth(org.jfree.chart.plot.CategoryPlot,java.awt.geom.Rectangle2D,org.jfree.data.category.CategoryDataset,org.jfree.chart.renderer.category.CategoryItemRendererState)",231,8717,(rows * columns) > 0,true,False
Chart-1f,74546,STD,<ASSIGN>,<NO-OP>,org.jfree.chart.renderer.category.LevelRenderer,"drawItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",346,13204,y = barL;,<NO-OP>,False
Chart-1f,74852,AOR,"-(double,double)","/(double,double)",org.jfree.chart.renderer.category.LineRenderer3D,"drawRangeGridline(java.awt.Graphics2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.ValueAxis,java.awt.geom.Rectangle2D,double)",397,13543,dataArea.getWidth() - getXOffset(),dataArea.getWidth() / getXOffset(),False
Chart-1f,74861,EVR,<METHOD_INVOCATION(double)>,<DEFAULT>,org.jfree.chart.renderer.category.LineRenderer3D,"drawRangeGridline(java.awt.Graphics2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.ValueAxis,java.awt.geom.Rectangle2D,double)",404,13859,"axis.valueToJava2D(value, adjusted, plot.getRangeAxisEdge())",0.0,False
Chart-1f,74981,AOR,"+(double,double)","*(double,double)",org.jfree.chart.renderer.category.LineRenderer3D,"drawItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",529,18810,dataArea.getY() + getYOffset(),dataArea.getY() * getYOffset(),False
Chart-1f,75232,ROR,"==(java.lang.Object,java.lang.Object)","!=(java.lang.Object,java.lang.Object)",org.jfree.chart.renderer.category.MinMaxCategoryRenderer,"drawItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",352,12087,orient == PlotOrientation.VERTICAL,orient != PlotOrientation.VERTICAL,False
Chart-1f,75421,LVR,NEG,0,org.jfree.chart.renderer.category.MinMaxCategoryRenderer,readObject(java.io.ObjectInputStream),566,20035,-4,0,False
Chart-1f,75637,ROR,"!=(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.jfree.chart.renderer.category.ScatterRenderer,"getLegendItem(int,int)",502,17121,labelPaint != null,false,False
Chart-1f,75938,AOR,"+(double,double)","%(double,double)",org.jfree.chart.renderer.category.StackedAreaRenderer,"drawItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",336,13367,y1 + y2,y1 % y2,False
Chart-1f,76041,ROR,">=(double,double)",">(double,double)",org.jfree.chart.renderer.category.StackedAreaRenderer,"getStackValues(org.jfree.data.category.CategoryDataset,int,int)",428,16857,v >= 0.0,v > 0.0,True
Chart-1f,76059,AOR,"+(double,double)","%(double,double)",org.jfree.chart.renderer.category.StackedAreaRenderer,"averageStackValues(double[],double[])",451,17529,stack1[0] + stack2[0],stack1[0] % stack2[0],False
Chart-1f,76180,LVR,POS,NEG,org.jfree.chart.renderer.category.StackedAreaRenderer,"adjustedStackValues(double[],double[])",478,18492,1,-1,False
Chart-1f,76324,AOR,"/(double,double)","-(double,double)",org.jfree.chart.renderer.category.StackedBarRenderer3D,"createStackedValueList(org.jfree.data.category.CategoryDataset,java.lang.Comparable,int[],double,boolean)",351,13480,v / total,v - total,False
Chart-1f,76541,LVR,POS,NEG,org.jfree.chart.renderer.category.StackedBarRenderer3D,"drawStackHorizontal(java.util.List,java.lang.Comparable,java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset)",476,18497,1,-1,False
Chart-1f,76736,LVR,POS,0,org.jfree.chart.renderer.category.StackedBarRenderer3D,"createHorizontalBlock(double,double,double,double,boolean)",621,24645,5,0,False
Chart-1f,76884,EVR,<METHOD_INVOCATION(org.jfree.chart.entity.EntityCollection)>,<DEFAULT>,org.jfree.chart.renderer.category.StackedBarRenderer3D,"drawStackVertical(java.util.List,java.lang.Comparable,java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset)",715,28428,state.getEntityCollection(),null,False
Chart-1f,77201,ROR,">=(int,int)","==(int,int)",org.jfree.chart.renderer.category.StatisticalBarRenderer,"drawHorizontalItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.statistics.StatisticalCategoryDataset,int,int,int,boolean)",276,10737,state.getVisibleSeriesCount() >= 0,state.getVisibleSeriesCount() == 0,False
Chart-1f,77495,ROR,"<(double,double)",">(double,double)",org.jfree.chart.renderer.category.StatisticalBarRenderer,"drawHorizontalItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.statistics.StatisticalCategoryDataset,int,int,int,boolean)",395,15512,value < 0.0,value > 0.0,False
Chart-1f,77605,ROR,"<=(double,double)","<(double,double)",org.jfree.chart.renderer.category.StatisticalBarRenderer,"drawVerticalItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.statistics.StatisticalCategoryDataset,int,int,int,boolean)",467,18064,lclip <= 0.0,lclip < 0.0,False
Chart-1f,77988,LVR,POS,NEG,org.jfree.chart.renderer.category.StatisticalLineAndShapeRenderer,"drawItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",318,12493,5.0,-5.0,False
Chart-1f,78076,ROR,"==(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",org.jfree.chart.renderer.category.StatisticalLineAndShapeRenderer,"drawItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",364,14358,orientation == PlotOrientation.HORIZONTAL,true,False
Chart-1f,78103,ROR,"==(int,int)","<(int,int)",org.jfree.chart.renderer.category.StatisticalLineAndShapeRenderer,"drawItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",375,14849,pass == 0,pass < 0,False
Chart-1f,78166,ROR,"==(int,int)",">(int,int)",org.jfree.chart.renderer.category.StatisticalLineAndShapeRenderer,"drawItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",413,16577,pass == 1,pass > 1,False
Chart-1f,78514,AOR,"-(int,int)","/(int,int)",org.jfree.chart.renderer.category.WaterfallBarRenderer,"drawItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",400,15296,categoryCount - 1,categoryCount / 1,False
