MID,MutOp,ClassName,Subject,Compilable,GeneratedCode,EquiTceJavac,EquiTceSoot,EquiSuppressed,CM_MID,CoveredCM,KillDetails,KilledCM,TimeoutCM,SuppressionTag,SuppressionRuleGrp,RIP,ASH,EquiManualLabel,EquiManualTags,EquiManualBin,CoverageManual,LiveManual,EquiManualTag,EquiManualTagHR,EquiManualTagBin,EquiToolTag,EquiToolTagHR,EquiToolTagBin
85925,AOR,org.jfree.chart.renderer.xy.XYBoxAndWhiskerRenderer,Chart-1f,True,False,False,False,False,85966.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
85961,AOR,org.jfree.chart.renderer.xy.XYBoxAndWhiskerRenderer,Chart-1f,True,False,False,False,False,86002.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
86977,COR,org.jfree.chart.renderer.xy.XYDifferenceRenderer,Chart-1f,True,False,False,False,False,87018.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
88129,ROR,org.jfree.chart.renderer.xy.XYDotRenderer,Chart-1f,True,False,False,False,False,88170.0,True,,False,,,,,,NOT_EQUIV,,False,2.0,True,,,,,,
88202,ROR,org.jfree.chart.renderer.xy.XYDotRenderer,Chart-1f,True,False,False,False,False,88243.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
88438,AOR,org.jfree.chart.renderer.xy.XYErrorRenderer,Chart-1f,True,False,False,False,False,88479.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
88561,COR,org.jfree.chart.renderer.xy.XYLine3DRenderer,Chart-1f,True,False,False,False,False,88602.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
88767,ROR,org.jfree.chart.renderer.xy.XYShapeRenderer,Chart-1f,True,False,False,False,False,88808.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
89432,EVR,org.jfree.chart.renderer.xy.XYStepAreaRenderer,Chart-1f,True,False,False,False,False,89473.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
89598,LVR,org.jfree.chart.renderer.xy.XYStepAreaRenderer,Chart-1f,True,False,False,False,False,89639.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
89716,ROR,org.jfree.chart.renderer.xy.XYStepAreaRenderer,Chart-1f,True,False,False,False,False,89757.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
89745,ROR,org.jfree.chart.renderer.xy.XYStepRenderer,Chart-1f,True,False,False,False,False,89786.0,True,,False,,,,,,NOT_EQUIV,,False,3.0,True,,,,,,
89848,ROR,org.jfree.chart.renderer.xy.XYStepRenderer,Chart-1f,True,False,False,False,False,89889.0,True,,False,,,,,,NOT_EQUIV,,False,2.0,True,,,,,,
90437,ROR,org.jfree.chart.text.TextUtilities,Chart-1f,True,False,False,False,False,90480.0,True,,False,,,,,,NOT_EQUIV,,False,8.0,True,,,,,,
90529,STD,org.jfree.chart.text.TextUtilities,Chart-1f,True,False,False,False,False,90572.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
90764,COR,org.jfree.chart.text.TextUtilities,Chart-1f,True,False,False,False,False,90807.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
91008,AOR,org.jfree.chart.text.TextUtilities,Chart-1f,True,False,False,False,False,91055.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
91593,COR,org.jfree.chart.text.TextUtilities,Chart-1f,True,False,False,False,False,91640.0,True,,False,,,,,,NOT_EQUIV,,False,5.0,True,,,,,,
91619,COR,org.jfree.chart.text.TextUtilities,Chart-1f,True,False,False,False,False,91667.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
92081,ROR,org.jfree.chart.title.LegendGraphic,Chart-1f,True,False,False,False,False,92129.0,True,,False,,,,,,NOT_EQUIV,,False,56.0,True,,,,,,
92082,ROR,org.jfree.chart.title.LegendGraphic,Chart-1f,True,False,False,False,False,92130.0,True,,False,,,,,,NOT_EQUIV,,False,56.0,True,,,,,,
92221,STD,org.jfree.chart.title.LegendItemBlockContainer,Chart-1f,True,False,False,False,False,92269.0,True,,False,,,,,,NOT_EQUIV,,False,56.0,True,,,,,,
92503,STD,org.jfree.chart.title.PaintScaleLegend,Chart-1f,True,False,False,False,False,92551.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
93103,STD,org.jfree.chart.ui.LCBLayout,Chart-1f,True,False,False,False,False,93152.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
93148,AOR,org.jfree.chart.ui.LCBLayout,Chart-1f,True,False,False,False,False,93197.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
93465,AOR,org.jfree.chart.ui.LCBLayout,Chart-1f,True,False,False,False,False,93514.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
93610,ROR,org.jfree.chart.urls.CustomCategoryURLGenerator,Chart-1f,True,False,False,False,False,93659.0,True,,False,,,,,,NOT_EQUIV,,False,3.0,True,,,,,,
94986,LVR,org.jfree.chart.util.HashUtilities,Chart-1f,True,False,False,False,False,95035.0,True,,False,,,,I,A,EQUIV,negative-shift,True,10.0,True,negative-shift,Equivalent Shift,Constant Values,,,
95944,AOR,org.jfree.chart.util.RefineryUtilities,Chart-1f,True,False,False,False,False,95994.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
96363,AOR,org.jfree.chart.util.RelativeDateFormat,Chart-1f,True,False,False,False,False,96414.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
97283,STD,org.jfree.chart.util.ShapeUtilities,Chart-1f,True,False,False,False,False,97335.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
97333,AOR,org.jfree.chart.util.ShapeUtilities,Chart-1f,True,False,False,False,False,97385.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
97361,AOR,org.jfree.chart.util.ShapeUtilities,Chart-1f,True,False,False,False,False,97413.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
97770,ROR,org.jfree.chart.util.ShapeUtilities,Chart-1f,True,False,False,False,False,97822.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
98016,AOR,org.jfree.chart.util.ShapeUtilities,Chart-1f,True,False,False,False,False,98068.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
98186,STD,org.jfree.data.ComparableObjectSeries,Chart-1f,True,False,False,False,False,98238.0,True,,False,,,,,,NOT_EQUIV,,False,5.0,True,,,,,,
98342,ROR,org.jfree.data.ComparableObjectSeries,Chart-1f,True,False,False,False,True,98394.0,True,,False,,EQUALS_COND,EqualsRef,P,A,EQUIV,micro-optimization,True,36.0,True,micro-optimization,Micro Optimization,Micro Optimization,equals-ref-equality,Equal Reference Shortcut,Equal Reference Shortcut
98347,STD,org.jfree.data.ComparableObjectSeries,Chart-1f,True,False,False,False,False,98399.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
98942,AOR,org.jfree.data.DefaultKeyedValue,Chart-1f,True,False,False,False,False,98994.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
100379,LVR,org.jfree.data.category.DefaultIntervalCategoryDataset,Chart-1f,True,False,False,False,False,100431.0,True,,False,,,,,,NOT_EQUIV,,False,9.0,True,,,,,,
101599,AOR,org.jfree.data.gantt.SlidingGanttCategoryDataset,Chart-1f,True,False,False,False,False,101651.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
102611,EVR,org.jfree.data.general.DatasetUtilities,Chart-1f,True,False,False,False,False,102663.0,True,,False,,,,,,NOT_EQUIV,,False,27.0,True,,,,,,
102643,ROR,org.jfree.data.general.DatasetUtilities,Chart-1f,True,False,False,False,False,102695.0,True,,False,,,,,,NOT_EQUIV,,False,24.0,True,,,,,,
102985,ROR,org.jfree.data.general.DatasetUtilities,Chart-1f,True,False,False,False,False,103037.0,True,,False,,,,,,NOT_EQUIV,,False,2.0,True,,,,,,
103266,COR,org.jfree.data.general.DatasetUtilities,Chart-1f,True,False,False,False,False,103318.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
103377,COR,org.jfree.data.general.DatasetUtilities,Chart-1f,True,False,False,False,False,103429.0,True,,False,,,,,,NOT_EQUIV,,False,71.0,True,,,,,,
103472,ROR,org.jfree.data.general.DatasetUtilities,Chart-1f,True,False,False,False,False,103524.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
103506,ROR,org.jfree.data.general.DatasetUtilities,Chart-1f,True,False,False,False,False,103558.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
103631,ROR,org.jfree.data.general.DatasetUtilities,Chart-1f,True,False,False,False,False,103683.0,True,,False,,,,,,NOT_EQUIV,,False,3.0,True,,,,,,
103737,ROR,org.jfree.data.general.DatasetUtilities,Chart-1f,True,False,False,False,False,103789.0,True,,False,,,,P,S,EQUIV,micro-optimization,True,16.0,True,micro-optimization,Micro Optimization,Micro Optimization,,,
104938,EVR,org.jfree.data.general.DefaultHeatMapDataset,Chart-1f,True,False,False,False,False,104990.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
105407,EVR,org.jfree.data.io.CSV,Chart-1f,True,False,False,False,False,105459.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
105567,LVR,org.jfree.data.jdbc.JDBCCategoryDataset,Chart-1f,True,False,False,False,False,105619.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
105596,STD,org.jfree.data.jdbc.JDBCCategoryDataset,Chart-1f,True,False,False,False,False,105648.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
105626,ROR,org.jfree.data.jdbc.JDBCPieDataset,Chart-1f,True,False,False,False,False,105678.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
105893,ROR,org.jfree.data.jdbc.JDBCXYDataset,Chart-1f,True,False,False,False,False,105945.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
106043,AOR,org.jfree.data.statistics.BoxAndWhiskerCalculator,Chart-1f,True,False,False,False,False,106096.0,True,,False,,,,,,NOT_EQUIV,,False,5.0,True,,,,,,
106114,COR,org.jfree.data.statistics.BoxAndWhiskerCalculator,Chart-1f,True,False,False,False,False,106167.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
106657,ROR,org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset,Chart-1f,True,False,False,False,False,106710.0,True,,False,,,,,,NOT_EQUIV,,False,9.0,True,,,,,,
107043,ROR,org.jfree.data.statistics.DefaultMultiValueCategoryDataset,Chart-1f,True,False,False,False,False,107096.0,True,,False,,,,I,S,EQUIV,restricted-domain,True,1.0,True,restricted-domain,Restricted Value Set,Restricted Value Set,,,
107566,STD,org.jfree.data.statistics.DefaultStatisticalCategoryDataset,Chart-1f,True,False,False,False,False,107619.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
107584,LVR,org.jfree.data.statistics.DefaultStatisticalCategoryDataset,Chart-1f,True,False,False,False,False,107637.0,True,,False,,,,,,NOT_EQUIV,,False,4.0,True,,,,,,
108799,ROR,org.jfree.data.statistics.Regression,Chart-1f,True,False,False,False,False,108852.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
108965,LVR,org.jfree.data.statistics.Regression,Chart-1f,True,False,False,False,False,109018.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
108984,AOR,org.jfree.data.statistics.Regression,Chart-1f,True,False,False,False,False,109037.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
109060,ROR,org.jfree.data.statistics.Regression,Chart-1f,True,False,False,False,False,109113.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
109093,AOR,org.jfree.data.statistics.Regression,Chart-1f,True,False,False,False,False,109146.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
110456,LVR,org.jfree.data.time.SerialDate,Chart-1f,True,False,False,False,False,110509.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
110519,LVR,org.jfree.data.time.SerialDate,Chart-1f,True,False,False,False,False,110572.0,True,,False,,,,P,H,EQUIV,micro-optimization,True,1.0,True,micro-optimization,Micro Optimization,Micro Optimization,,,
110541,COR,org.jfree.data.time.SerialDate,Chart-1f,True,False,False,False,False,110594.0,True,,False,,,,P,H,EQUIV,micro-optimization,True,1.0,True,micro-optimization,Micro Optimization,Micro Optimization,,,
110859,AOR,org.jfree.data.time.SerialDate,Chart-1f,True,False,False,False,False,110912.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
111074,ROR,org.jfree.data.time.DynamicTimeSeriesCollection,Chart-1f,True,False,False,False,False,111128.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
111389,ROR,org.jfree.data.time.FixedMillisecond,Chart-1f,True,False,False,False,False,111443.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
111828,ROR,org.jfree.data.time.Millisecond,Chart-1f,True,False,False,False,False,111882.0,True,,False,,,,,,NOT_EQUIV,,False,3.0,True,,,,,,
112135,EVR,org.jfree.data.time.Second,Chart-1f,True,False,False,False,False,112189.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
112150,ROR,org.jfree.data.time.Second,Chart-1f,True,False,False,False,False,112204.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
112732,AOR,org.jfree.data.time.Month,Chart-1f,True,False,False,False,False,112786.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
113769,AOR,org.jfree.data.time.TimeSeriesCollection,Chart-1f,True,False,False,False,False,113823.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
113912,ROR,org.jfree.data.time.TimeSeries,Chart-1f,False,False,False,False,False,113966.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
114915,ROR,org.jfree.data.time.Quarter,Chart-1f,True,False,False,False,False,114969.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
115448,LVR,org.jfree.data.time.SpreadsheetDate,Chart-1f,True,False,False,False,False,115502.0,True,,False,,,,,,NOT_EQUIV,,False,14.0,True,,,,,,
115747,ROR,org.jfree.data.time.SpreadsheetDate,Chart-1f,True,False,False,False,False,115801.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
116285,ROR,org.jfree.data.time.TimePeriodValues,Chart-1f,True,False,False,False,True,116339.0,True,,False,,SIZE_LENGTH,StdLibContracts,I,A,EQUIV,class-invariant,True,1.0,True,class-invariant,Class Invariant,Class Invariant,negative-length:list,Negative Length,Standard Library
116537,ROR,org.jfree.data.time.TimeSeriesTableModel,Chart-1f,True,False,False,False,False,116591.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
116861,COR,org.jfree.data.time.Week,Chart-1f,True,False,False,False,False,116915.0,True,,False,,,,,,NOT_EQUIV,,False,23.0,True,,,,,,
116915,ROR,org.jfree.data.time.Week,Chart-1f,True,False,False,False,False,116969.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
117696,COR,org.jfree.data.xml.KeyHandler,Chart-1f,True,False,False,False,False,117750.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
118094,EVR,org.jfree.data.xy.DefaultHighLowDataset,Chart-1f,True,False,False,False,False,118148.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
118659,STD,org.jfree.data.xy.OHLCDataItem,Chart-1f,True,False,False,False,False,118713.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
119241,ROR,org.jfree.data.xy.DefaultXYDataset,Chart-1f,True,False,False,False,False,119295.0,True,,False,,,,,,NOT_EQUIV,,False,5.0,True,,,,,,
119268,ROR,org.jfree.data.xy.DefaultXYDataset,Chart-1f,True,False,False,False,False,119322.0,True,,False,,,,,,NOT_EQUIV,,False,9.0,True,,,,,,
119745,ROR,org.jfree.data.xy.MatrixSeries,Chart-1f,True,False,False,False,False,119799.0,True,,False,,,,,,NOT_EQUIV,,False,6.0,True,,,,,,
120003,AOR,org.jfree.data.xy.Vector,Chart-1f,True,False,False,False,False,120057.0,True,,False,,,,,,NOT_EQUIV,,False,2.0,True,,,,,,
120878,LVR,org.jfree.data.xy.XYSeriesCollection,Chart-1f,True,False,False,False,False,120932.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
121033,ROR,org.jfree.data.xy.XYSeriesCollection,Chart-1f,True,False,False,False,False,121087.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
121182,ROR,org.jfree.data.xy.YInterval,Chart-1f,True,False,False,False,False,121236.0,True,,False,,,,,,NOT_EQUIV,,False,7.0,True,,,,,,
121260,ROR,org.jfree.data.xy.YIntervalSeriesCollection,Chart-1f,True,False,False,False,False,121314.0,True,,False,,,,,,NOT_EQUIV,,False,4.0,True,,,,,,
91,COR,org.apache.commons.collections4.ArrayStack,Collections-28f,True,False,False,False,False,91.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
280,ROR,org.apache.commons.collections4.CollectionUtils,Collections-28f,True,False,False,False,False,280.0,True,,False,,,,P,H,EQUIV,micro-optimization,True,1.0,True,micro-optimization,Micro Optimization,Micro Optimization,,,
534,LVR,org.apache.commons.collections4.CollectionUtils,Collections-28f,True,False,False,False,False,534.0,True,,False,,,,,,NOT_EQUIV,,False,13.0,True,,,,,,
585,STD,org.apache.commons.collections4.CollectionUtils,Collections-28f,True,False,False,False,False,585.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
670,LVR,org.apache.commons.collections4.CollectionUtils,Collections-28f,True,False,False,False,False,670.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
683,ROR,org.apache.commons.collections4.CollectionUtils,Collections-28f,True,False,False,False,False,683.0,True,,False,,,,,,NOT_EQUIV,,False,4.0,True,,,,,,
701,COR,org.apache.commons.collections4.CollectionUtils,Collections-28f,True,False,False,False,False,701.0,True,,False,,,,,,NOT_EQUIV,,False,2.0,True,,,,,,
916,ROR,org.apache.commons.collections4.IterableUtils,Collections-28f,True,False,False,False,False,916.0,True,,False,,,,,,NOT_EQUIV,,False,8.0,True,,,,,,
1016,LVR,org.apache.commons.collections4.IterableUtils,Collections-28f,True,False,False,False,False,1016.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
1284,LVR,org.apache.commons.collections4.IteratorUtils,Collections-28f,True,False,False,False,False,1284.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
1297,ROR,org.apache.commons.collections4.IteratorUtils,Collections-28f,True,False,False,False,False,1297.0,True,,False,,,,,,NOT_EQUIV,,False,2.0,True,,,,,,
1299,LVR,org.apache.commons.collections4.IteratorUtils,Collections-28f,True,False,False,False,False,1299.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
1328,ROR,org.apache.commons.collections4.IteratorUtils,Collections-28f,True,False,False,False,False,1328.0,True,,False,,,,,,NOT_EQUIV,,False,23.0,True,,,,,,
1475,LVR,org.apache.commons.collections4.IteratorUtils,Collections-28f,True,False,False,False,False,1475.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
1479,LVR,org.apache.commons.collections4.IteratorUtils,Collections-28f,True,False,False,False,False,1479.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
1693,LVR,org.apache.commons.collections4.iterators.ZippingIterator,Collections-28f,True,False,False,False,False,1693.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
1731,ROR,org.apache.commons.collections4.ListUtils,Collections-28f,True,False,False,False,False,1731.0,True,,False,,,,,,NOT_EQUIV,,False,6.0,True,,,,,,
1788,COR,org.apache.commons.collections4.ListUtils,Collections-28f,True,False,False,False,False,1788.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
1836,ROR,org.apache.commons.collections4.ListUtils,Collections-28f,True,False,False,False,False,1836.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
1892,ROR,org.apache.commons.collections4.ListUtils,Collections-28f,True,False,False,False,False,1892.0,True,,False,,,,,,NOT_EQUIV,,False,2.0,True,,,,,,
2020,ROR,org.apache.commons.collections4.MapUtils,Collections-28f,True,False,False,False,False,2020.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
2026,EVR,org.apache.commons.collections4.MapUtils,Collections-28f,True,False,False,False,False,2026.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
2042,STD,org.apache.commons.collections4.MapUtils,Collections-28f,True,False,False,False,False,2042.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
2056,STD,org.apache.commons.collections4.MapUtils,Collections-28f,True,False,False,False,False,2056.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
2072,EVR,org.apache.commons.collections4.MapUtils,Collections-28f,True,False,False,False,False,2072.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
2079,EVR,org.apache.commons.collections4.MapUtils,Collections-28f,True,False,False,False,False,2079.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
2092,STD,org.apache.commons.collections4.MapUtils,Collections-28f,True,False,False,False,False,2092.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
2103,COR,org.apache.commons.collections4.MapUtils,Collections-28f,True,False,False,False,False,2103.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
2169,ROR,org.apache.commons.collections4.MapUtils,Collections-28f,True,False,False,False,False,2169.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
2180,ROR,org.apache.commons.collections4.MapUtils,Collections-28f,True,False,False,False,False,2180.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
2184,LVR,org.apache.commons.collections4.MapUtils,Collections-28f,True,False,False,False,False,2184.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
2208,LVR,org.apache.commons.collections4.MapUtils,Collections-28f,True,False,False,False,False,2208.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
2210,EVR,org.apache.commons.collections4.MapUtils,Collections-28f,True,False,False,False,False,2210.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
2248,ROR,org.apache.commons.collections4.MapUtils,Collections-28f,True,False,False,False,False,2248.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
2511,EVR,org.apache.commons.collections4.MapUtils,Collections-28f,True,False,False,False,False,2512.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
2940,ROR,org.apache.commons.collections4.SetUtils,Collections-28f,True,False,False,False,False,2941.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
2963,COR,org.apache.commons.collections4.SetUtils,Collections-28f,True,False,False,False,False,2964.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
2964,COR,org.apache.commons.collections4.SetUtils,Collections-28f,True,False,False,False,False,2965.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
3025,COR,org.apache.commons.collections4.SetUtils,Collections-28f,True,False,False,False,False,3026.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
3070,LVR,org.apache.commons.collections4.SplitMapUtils,Collections-28f,True,False,False,False,False,3071.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
3092,COR,org.apache.commons.collections4.SplitMapUtils,Collections-28f,True,False,False,False,False,3093.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
3096,COR,org.apache.commons.collections4.SplitMapUtils,Collections-28f,True,False,False,False,False,3097.0,True,,False,,,,,,NOT_EQUIV,,False,1.0,True,,,,,,
3116,LVR,org.apache.commons.collections4.SplitMapUtils,Collections-28f,True,False,False,False,False,3117.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
3204,STD,org.apache.commons.collections4.bag.AbstractMapBag,Collections-28f,True,False,False,False,False,3205.0,False,,False,,,,P,H,EQUIV,micro-optimization,True,0.0,True,micro-optimization,Micro Optimization,Micro Optimization,,,
3321,COR,org.apache.commons.collections4.bag.AbstractMapBag,Collections-28f,True,False,False,False,False,3322.0,True,,False,,,,,,NOT_EQUIV,,False,163.0,True,,,,,,
3388,LVR,org.apache.commons.collections4.bag.AbstractMapBag,Collections-28f,True,False,False,False,False,3389.0,True,,False,,,,,,NOT_EQUIV,,False,10.0,True,,,,,,
3400,ROR,org.apache.commons.collections4.bag.AbstractMapBag,Collections-28f,True,False,False,False,False,3401.0,True,,False,,,,,,NOT_EQUIV,,False,10.0,True,,,,,,
3450,ROR,org.apache.commons.collections4.bag.AbstractMapBag,Collections-28f,True,False,False,False,False,3451.0,True,,False,,,,,,NOT_EQUIV,,False,32.0,True,,,,,,
3538,ROR,org.apache.commons.collections4.bag.AbstractMapBag,Collections-28f,True,False,False,False,False,3539.0,True,,False,,,,,,NOT_EQUIV,,False,25.0,True,,,,,,
3578,STD,org.apache.commons.collections4.bag.AbstractMapBag,Collections-28f,True,False,False,False,False,3579.0,True,,False,,,,,,NOT_EQUIV,,False,11.0,True,,,,,,
3736,LVR,org.apache.commons.collections4.collection.PredicatedCollection,Collections-28f,True,False,False,False,False,3737.0,True,,False,,,,,,NOT_EQUIV,,False,9.0,True,,,,,,
3777,ROR,org.apache.commons.collections4.collection.PredicatedCollection,Collections-28f,True,False,False,False,False,3778.0,True,,False,,,,,,NOT_EQUIV,,False,2.0,True,,,,,,
3910,EVR,org.apache.commons.collections4.bag.TransformedBag,Collections-28f,True,False,False,False,False,3911.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
3911,EVR,org.apache.commons.collections4.bag.TransformedBag,Collections-28f,True,False,False,False,False,3912.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
3989,STD,org.apache.commons.collections4.bag.UnmodifiableBag,Collections-28f,True,False,False,False,False,3990.0,True,,False,,,,,,NOT_EQUIV,,False,4.0,True,,,,,,
4065,ROR,org.apache.commons.collections4.bidimap.AbstractDualBidiMap,Collections-28f,True,False,False,False,False,4066.0,True,,False,,,,,,NOT_EQUIV,,False,249.0,True,,,,,,
4115,EVR,org.apache.commons.collections4.bidimap.AbstractDualBidiMap,Collections-28f,True,False,False,False,False,4116.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
4138,LVR,org.apache.commons.collections4.bidimap.AbstractDualBidiMap,Collections-28f,True,False,False,False,False,4139.0,True,,False,,,,,,NOT_EQUIV,,False,10.0,True,,,,,,
4233,EVR,org.apache.commons.collections4.bidimap.AbstractDualBidiMap,Collections-28f,True,False,False,False,False,4234.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
4252,LVR,org.apache.commons.collections4.bidimap.AbstractDualBidiMap,Collections-28f,True,False,False,False,False,4253.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
4285,EVR,org.apache.commons.collections4.keyvalue.AbstractMapEntryDecorator,Collections-28f,True,False,False,False,False,4286.0,True,,False,,,,,,NOT_EQUIV,,False,4.0,True,,,,,,
4289,LVR,org.apache.commons.collections4.keyvalue.AbstractMapEntryDecorator,Collections-28f,True,False,False,False,False,4290.0,False,,False,,,,,,NOT_EQUIV,,False,0.0,True,,,,,,
